658,658,658,658
654,654,654,654
652,652,652,652
653,653,653,653
651,651,651,651
650,650,650,650
648,648,648,648
648,648,648,648
647,647,647,647
649,649,649,649
649,649,649,649
651,651,651,651
648,648,648,648
651,651,651,651
650,650,650,650
650,650,650,650
653,653,653,653
651,651,651,651
654,654,654,654
654,654,654,654
654,654,654,654
658,658,658,658
657,657,657,657
660,660,660,660
660,660,660,660
661,661,661,661
663,663,663,663
662,662,662,662
662,662,662,662
661,661,661,661
662,662,662,662
664,664,664,664
662,662,662,662
666,666,666,666
664,664,664,664
666,666,666,666
666,666,666,666
665,665,665,665
668,668,668,668
665,665,665,665
666,666,666,666
665,665,665,665
664,664,664,664
667,667,667,667
666,666,666,666
669,669,669,669
668,668,668,668
668,668,668,668
670,670,670,670
667,667,667,667
668,668,668,668
667,667,667,667
666,666,666,666
665,665,665,665
664,664,664,664
664,664,664,664
664,664,664,664
661,661,661,661
662,662,662,662
659,659,659,659
659,659,659,659
657,657,657,657
655,655,655,655
656,656,656,656
652,652,652,652
660,660,660,660
658,658,658,658
656,656,656,656
655,655,655,655
654,654,654,654
655,655,655,655
652,652,652,652
650,650,650,650
650,650,650,650
646,646,646,646
649,649,649,649
647,647,647,647
659,659,659,659
672,672,672,672
729,729,729,729
804,804,804,804
912,912,912,912
1060,1060,1060,1060
1180,1180,1180,1180
1338,1338,1338,1338
1495,1495,1495,1495
1651,1651,1651,1651
1775,1775,1775,1775
1900,1900,1900,1900
1994,1994,1994,1994
2117,2117,2117,2117
2266,2266,2266,2266
2413,2413,2413,2413
2513,2513,2513,2513
2671,2671,2671,2671
2786,2786,2786,2786
2931,2931,2931,2931
3068,3068,3068,3068
3170,3170,3170,3170
3272,3272,3272,3272
3394,3394,3394,3394
3512,3512,3512,3512
3647,3647,3647,3647
3761,3761,3761,3761
3888,3888,3888,3888
4011,4011,4011,4011
4125,4125,4125,4125
4256,4256,4256,4256
4358,4358,4358,4358
4448,4448,4448,4448
4566,4566,4566,4566
4680,4680,4680,4680
4810,4810,4810,4810
4913,4913,4913,4913
5032,5032,5032,5032
5156,5156,5156,5156
5261,5261,5261,5261
5392,5392,5392,5392
5505,5505,5505,5505
5624,5624,5624,5624
5747,5747,5747,5747
5858,5858,5858,5858
5987,5987,5987,5987
6096,6096,6096,6096
6219,6219,6219,6219
6339,6339,6339,6339
6455,6455,6455,6455
6585,6585,6585,6585
6673,6673,6673,6673
6756,6756,6756,6756
6881,6881,6881,6881
6994,6994,6994,6994
7130,7130,7130,7130
7242,7242,7242,7242
7371,7371,7371,7371
7497,7497,7497,7497
7614,7614,7614,7614
7753,7753,7753,7753
7868,7868,7868,7868
7997,7997,7997,7997
8085,8085,8085,8085
8196,8196,8196,8196
8326,8326,8326,8326
8440,8440,8440,8440
8570,8570,8570,8570
8704,8704,8704,8704
8789,8789,8789,8789
8914,8914,8914,8914
9041,9041,9041,9041
9157,9157,9157,9157
9292,9292,9292,9292
9406,9406,9406,9406
9534,9534,9534,9534
9658,9658,9658,9658
9775,9775,9775,9775
9907,9907,9907,9907
10018,10018,10018,10018
10149,10149,10149,10149
10266,10266,10266,10266
10351,10351,10351,10351
10481,10481,10481,10481
10595,10595,10595,10595
10681,10681,10681,10681
10802,10802,10802,10802
10923,10923,10923,10923
11048,11048,11048,11048
11165,11165,11165,11165
11301,11301,11301,11301
11423,11423,11423,11423
11552,11552,11552,11552
11684,11684,11684,11684
11803,11803,11803,11803
11938,11938,11938,11938
12056,12056,12056,12056
12183,12183,12183,12183
12305,12305,12305,12305
12421,12421,12421,12421
12541,12541,12541,12541
12641,12641,12641,12641
12712,12712,12712,12712
12759,12759,12759,12759
12770,12770,12770,12770
12752,12752,12752,12752
12745,12745,12745,12745
12719,12719,12719,12719
12676,12676,12676,12676
12601,12601,12601,12601
12605,12605,12605,12605
12595,12595,12595,12595
12635,12635,12635,12635
12628,12628,12628,12628
12608,12608,12608,12608
12597,12597,12597,12597
12619,12619,12619,12619
12546,12546,12546,12546
12518,12518,12518,12518
12485,12485,12485,12485
12483,12483,12483,12483
12498,12498,12498,12498
12526,12526,12526,12526
12531,12531,12531,12531
12533,12533,12533,12533
12532,12532,12532,12532
12532,12532,12532,12532
12532,12532,12532,12532
12532,12532,12532,12532
12532,12532,12532,12532
12530,12530,12530,12530
12538,12538,12538,12538
12575,12575,12575,12575
12581,12581,12581,12581
12579,12579,12579,12579
12580,12580,12580,12580
12588,12588,12588,12588
12600,12600,12600,12600
12594,12594,12594,12594
12612,12612,12612,12612
12608,12608,12608,12608
12611,12611,12611,12611
12621,12621,12621,12621
12584,12584,12584,12584
12605,12605,12605,12605
12597,12597,12597,12597
12612,12612,12612,12612
12619,12619,12619,12619
12616,12616,12616,12616
12630,12630,12630,12630
12616,12616,12616,12616
